x,y,label
-1.3058110842541897,-14.699671142649882,0
-3.4547500850904576,23.4368970223639,2
-3.3708338020765702,26.279089042164912,2
-5.526210040740124,-17.566790532158677,0
-0.16849720776551613,-14.278298174608233,0
2.7535254868606955,-5.70985352810703,0
-13.082562430088606,-8.79946605193122,1
-10.129524021128242,-5.080135991547765,1
-2.8634854902413167,-8.479338237070213,0
-5.0741417483497395,27.231527090787065,2
-13.017657145646027,-6.426357402232632,1
-5.104682876402153,25.48899937076316,2
-13.35721480528661,-9.232331672576617,1
-10.624604315789583,-2.6342979231717596,1
-12.173117994770658,-4.190939429849878,1
-10.123968200728923,26.125079372238094,2
-0.7726098279835403,-12.646628455668342,0
0.3079159445005638,-12.790041266781243,0
-7.324747848624012,26.26981183327136,2
-13.453946482120179,-5.045714975872004,1
-2.192214580232406,-18.982588902785448,0
-6.937192974302947,23.253179268245447,2
0.3593016271960261,-16.952338027914294,0
0.8440935157897427,-15.07487824651762,0
-0.4407958460798005,24.567045522309968,2
-6.746675407613763,22.511104419997075,2
-15.060601350041662,-5.403816894153732,1
1.8235737808433523,-18.67707626337246,0
-13.992826308595992,-7.762979028364139,1
-17.462939013756028,-5.020015028959118,1
-0.49179898618160134,-7.9264443052287685,0
-1.001198903878555,-8.120941366086457,0
-17.048357452793127,-4.309940382390584,1
-3.9276369703667187,27.725698016944364,2
-1.744841803840791,-17.017151732442013,0
-14.019874891245307,-5.762741711253336,1
-6.957367867564455,20.523175904178512,2
-9.282855522157977,-4.5270147912891,1
-9.582570215010938,16.575555977602058,2
1.7683768031243563,-17.48726015288466,0
-10.854050017102,-4.167470382944643,1
-10.257290244252054,-3.937837724571848,1
-14.479707842392415,-8.384919661675763,1
1.3817398782729406,-11.031266780580044,0
1.4543480163053886,19.030801490888177,2
-0.14476519156477224,-18.037888821672457,0
-2.3322809316066646,-13.720118045608814,0
-6.549021797839952,-4.344879155376693,1
-5.393040573779433,26.758421273667622,2
-6.812093714694091,-3.813380165075329,1
-1.3243904169683276,-11.564892174545705,0
-10.968302553306394,-7.149573229975292,1
-1.7766580334851936,21.65987793924599,2
-11.252658747332307,-3.9278033377658255,1
2.5776270090364606,-9.312936927238447,0
-1.5289460662512488,-14.565955616471772,0
3.4011421935469386,-15.121387636662632,0
2.5628052036158038,-9.684898434717319,0
-8.736036245478147,25.142159550559647,2
-4.8003679792687635,24.541767033481158,2
-3.285456853451466,-18.719197164927067,0
-1.9355351440808457,-12.238306718233162,0
2.585066036229456,-13.42590104117411,0
-0.043419498263425504,-13.48618599616605,0
-9.65344110752853,28.96954742759734,2
-9.92154563457883,23.147290790218538,2
-13.366450755534073,-5.588265503897491,1
-2.6890249154456765,-13.802488258940341,0
-11.019152521007673,-5.676976252168827,1
-7.0090065117125135,-7.535100661720895,1
-5.451027690144211,28.37579538644462,2
-9.235650290333439,-4.863276027525582,1
2.7146136607782703,-12.63859634868426,0
-10.867866105447948,-4.875121324807168,1
-7.812362784469124,24.439758140911863,2
-0.8568884822841603,-13.617638310743276,0
0.955569723922453,-18.257131681882058,0
-11.463343177525461,-3.260589723813425,1
-15.692994752398373,-6.8267711548776395,1
-18.76465446358398,-3.977481314218058,1
-11.581231698635087,-6.687940726319547,1
-14.551934321767323,-2.9548812805316103,1
-9.025257691121823,-5.517105005242805,1
-9.966192520663157,-5.892812781911174,1
3.981094833963965,-12.53276222173667,0
-0.698361443737588,-17.704970302444394,0
-11.886940573768118,-6.994283922684188,1
-7.296837027130119,25.821576623075416,2
-8.019232584670204,-5.250068526653221,1
-8.36468588383308,26.769417247359012,2
0.40259205851950863,-14.054788140360323,0
-3.035232577438544,-7.295038084539041,1
1.9298356765643971,-11.432661438970595,0
-12.234920090397038,-5.604977876153514,1
-2.670673390252002,-9.555098928520033,0
0.030085158976883575,-11.705281201682762,0
-9.031853847323,-6.076732677733299,1
-1.8934023491260505,-12.3934319856864,0
-11.4726585954757,-5.945677213196,1
-0.6437108005903469,-15.278024687148193,0
-9.21879023688053,22.810107506835656,2
-1.6379450713316484,27.405529292499487,2
-2.5863997188477845,-14.461913058933055,0
-6.036269274431744,26.855282569407528,2
-14.192259108351127,-5.860479768393969,1
-4.959622024537898,20.74565301516358,2
-13.656061307016639,-5.588268950522112,1
4.4714689863073795,-12.838383900646962,0
-16.337150394685775,-5.789923453706712,1
